line,bins,fitting_window,bin_width,mu,sigma,c,d,A,mu_err,sigma_err,c_err,d_err,A_err,exact_mu,deviation_in_centroid,A_over_A_err,snr
175,100,3,0.6060606060605949,175.34268799434153,1.0467581728164184,-416.07430183760897,136036.00204973758,32491.652405434364,0.03910720964268438,0.05735109862189625,137.4800238902651,23776.30968891054,2801.0713050125496,174.956,9.8878952979423,11.59972341556967,319967.74530905735
175,100,4,0.6060606060605949,175.43573176992803,1.2683558338133347,-862.6966834198352,211951.9693269256,45906.40489793458,0.04482074067590799,0.0593561042484898,91.00975294827853,15776.093373609127,2920.0131096847176,174.956,10.703343199901694,15.721300957751943,380326.87256191723
175,100,5,0.6060606060605949,175.40982577004132,1.3049345370302363,-781.6985634507965,197472.66107516384,47806.89392209243,0.043443369882358224,0.05169384490502133,55.9729230330518,9752.550927815992,2230.098019005522,174.956,10.446375851373045,21.437126760648475,388119.6579368419
175,100,8,0.6060606060605949,175.3821084427802,1.3411965675308668,-703.7089235314136,183543.64822159454,49646.764784237625,0.03804178804331797,0.04169377946248629,23.97544200641662,4191.193962147581,1589.0993319182132,174.956,11.20106242890086,31.24207768957316,395517.6393644599
175,100,10,0.6060606060605949,175.36193129117328,1.3136267238592427,-638.5146647394748,172317.35373837643,48165.16091152471,0.04849083535327796,0.052033966164698305,22.598066203666527,3953.491798048939,1887.5558485253316,174.956,8.37129919944446,25.517211026711678,389571.236731855
175,200,3,0.30150753768845107,175.34624770898063,1.1082744602680628,-275.07804852954916,79292.78579787239,17854.369162217852,0.03828443932544175,0.05595057547972176,61.836164252814015,10694.052502657218,1414.1313525507842,174.956,10.193376626552837,12.625679453335412,167295.11517962118
175,200,4,0.30150753768845107,175.40436081227278,1.2517311992043552,-406.45821188643583,101561.27784920213,22231.26420022986,0.030974534227513197,0.03991806261124254,28.942731837423384,5026.152380964394,929.3388097574282,174.956,14.475142999068517,23.921592391081315,186678.01400543758
175,200,5,0.30150753768845107,175.39309240395883,1.2951899557512714,-388.9684993605714,98321.31189084084,23396.762766173397,0.030062178376756267,0.03607240589984141,20.195242618967676,3518.184765375025,776.4461218631615,174.956,14.539611816580729,30.13314395856661,191508.91353916685
175,200,8,0.30150753768845107,175.36701009982164,1.35436877757199,-352.75044467749655,91760.6080182051,24916.326677733934,0.038701508862316006,0.0425770310200728,12.494730429703761,2184.121196146703,812.2065165024176,174.956,10.620001956095734,30.67732919089399,197630.11835194108
175,200,10,0.30150753768845107,175.3426592468374,1.3194709314119875,-314.86480011052555,85244.33891510473,23994.595171028035,0.04795046433429804,0.051428890804635155,10.888498438866655,1905.0819597498717,924.4281979621593,174.956,8.063722681426485,25.956148053383195,193940.1940800454
175,400,3,0.15037593984962427,175.35141381571594,1.1460102579866185,-136.78690668691561,39371.05030772033,9497.296085120692,0.06496255019331362,0.09532740727442165,51.06500678331734,8827.887983778348,1246.8630640341262,174.956,6.086796385598997,7.616951980591153,86168.8681454431
175,400,4,0.15037593984962427,175.4057625517893,1.2644642957108152,-200.29840648135158,50187.74565728149,11351.27256303772,0.05011626032737627,0.06558343210518781,24.44320205947015,4241.705838724925,788.0542679554364,174.956,8.974383739954249,14.404176240917995,94204.75298848508
175,400,5,0.15037593984962427,175.39489049458444,1.2851541547082383,-192.24721114209274,48733.83048627828,11632.398109199074,0.04392881765800743,0.052371537442720044,14.542778636997319,2534.0982759351473,559.7166924368373,174.956,9.990947127265876,20.782653557382982,95364.15871287035
175,400,8,0.15037593984962427,175.371700465933,1.3563835609807318,-176.8546055248994,45907.621377218784,12550.827330047652,0.04576166505353349,0.05031387660613901,7.348218867368921,1284.4952300020277,482.19449799029,174.956,9.084032791348701,26.028557734187146,99057.36450466217
175,400,10,0.15037593984962427,175.3489044405037,1.3141161592437203,-158.3945393189923,42747.416400265545,11992.40923522293,0.049356286843600064,0.052963116963167516,5.72090885403174,1000.9032447859014,478.1935406367845,174.956,7.960575351803645,25.07856801924444,96828.6300565381
198,50,3,1.2244897959183731,198.60563193840275,1.3765288198463432,-1653.402817432667,419087.82494425727,91298.36537031893,inf,inf,inf,inf,inf,198.394,0.0,0.0,664428.2474621044
198,50,4,1.2244897959183731,198.61300920091617,1.3578404655876852,-1691.2893523260664,426915.309948991,89229.03568062709,0.013598412626985492,0.018278323388683404,45.21424542251605,8851.11598393976,1652.8565079622354,198.394,16.1054975256117,53.9847441388819,656855.2635701983
198,50,5,1.2244897959183731,198.56584285273163,1.3938447787039838,-1456.1522395735344,379775.6153048813,92590.52607210047,0.06473337926343767,0.07756427273338007,134.69210884694263,26523.936583737464,6100.147792408966,198.394,2.65462508966666,15.178407019469311,669113.6090256581
198,50,8,1.2244897959183731,198.5365144013309,1.4573533977138282,-1335.5317669951319,355060.1508615792,98589.56810185975,0.06405210969786321,0.071269751449255,74.23081948703658,14666.999039757642,5097.500737272578,198.394,2.2249759141913095,19.340765834711814,690449.745231233
198,50,10,1.2244897959183731,198.52667696681917,1.4669439039429444,-1294.7598783944047,346862.70789237646,99447.81612918254,0.05495770003488064,0.05936615490126811,42.30935975526221,8369.842391198146,4028.7744011208774,198.394,2.414165198597358,24.684384437489072,693448.5069395206
